sales_month,department,category,units_sold,revenue,cost,gross_margin_dollars,gross_margin_rate
2022-12-01,Women,Active,14,589.06,250.39,338.67,0.5749
2022-12-01,Women,Suits,5,393.26,237.86,155.4,0.3952
2022-12-01,Women,Socks & Hosiery,20,287.16,115.34,171.82,0.5983
2022-12-01,Women,Jumpsuits & Rompers,3,104.81,55.46,49.35,0.4708
2023-01-01,Men,Outerwear & Coats,35,6243.38,2790.07,3453.31,0.5531
2023-01-01,Men,Suits & Sport Coats,39,3924.53,1591.63,2332.9,0.5944
2023-01-01,Men,Jeans,39,3786.77,2032.09,1754.68,0.4634
2023-01-01,Women,Outerwear & Coats,26,3760.78,1699.57,2061.21,0.5481
2023-01-01,Women,Jeans,33,3194.48,1741.37,1453.11,0.4549
2023-01-01,Women,Intimates,95,3072.08,1646.55,1425.53,0.464
2023-01-01,Women,Dresses,30,2988.79,1361.73,1627.06,0.5444
2023-01-01,Men,Fashion Hoodies & Sweatshirts,40,2861.17,1600.79,1260.38,0.4405
2023-01-01,Men,Pants,45,2776.49,1273.86,1502.63,0.5412
2023-01-01,Men,Sweaters,38,2771.87,1373.4,1398.47,0.5045
2023-01-01,Women,Sweaters,35,2730.33,1219.9,1510.43,0.5532
2023-01-01,Women,Maternity,39,2619.4,1153.03,1466.37,0.5598
2023-01-01,Women,Plus,32,2225.13,1084.41,1140.72,0.5127
2023-01-01,Men,Sleep & Lounge,41,2074.39,834.67,1239.72,0.5976
2023-01-01,Men,Swim,38,2054.6,1230.96,823.64,0.4009
2023-01-01,Men,Tops & Tees,45,2024.71,1124.85,899.86,0.4444
2023-01-01,Women,Fashion Hoodies & Sweatshirts,37,1777.11,826.68,950.43,0.5348
2023-01-01,Women,Swim,29,1767.19,757.68,1009.51,0.5712
2023-01-01,Men,Accessories,40,1715.57,675.63,1039.94,0.6062
2023-01-01,Men,Shorts,39,1666.78,836.96,829.82,0.4979
2023-01-01,Women,Blazers & Jackets,16,1581.4,558.26,1023.14,0.647
2023-01-01,Men,Active,36,1573.45,654.76,918.69,0.5839
2023-01-01,Women,Sleep & Lounge,30,1509.73,923.89,585.84,0.388
2023-01-01,Women,Active,28,1444.26,616.75,827.51,0.573
2023-01-01,Women,Pants & Capris,25,1369.55,723.23,646.32,0.4719
2023-01-01,Men,Underwear,40,1192.35,556.14,636.21,0.5336
2023-01-01,Women,Shorts,33,1070.37,528.42,541.95,0.5063
2023-01-01,Women,Tops & Tees,22,863.46,484.54,378.92,0.4388
2023-01-01,Women,Suits,7,836.97,508.95,328.02,0.3919
2023-01-01,Men,Socks,41,751.7,456.48,295.22,0.3927
2023-01-01,Women,Accessories,15,500.02,197.65,302.37,0.6047
2023-01-01,Women,Jumpsuits & Rompers,8,493.89,265.18,228.71,0.4631
2023-01-01,Women,Socks & Hosiery,22,375.61,151.0,224.61,0.598
2023-01-01,Women,Skirts,11,367.79,148.02,219.77,0.5975
2023-01-01,Women,Leggings,18,287.76,172.68,115.08,0.3999
2023-02-01,Men,Jeans,62,6926.3,3669.29,3257.01,0.4702
2023-02-01,Men,Suits & Sport Coats,38,4932.22,2006.46,2925.76,0.5932
2023-02-01,Women,Dresses,46,4092.6,1842.29,2250.31,0.5498
2023-02-01,Women,Jeans,32,3577.64,1891.02,1686.62,0.4714
2023-02-01,Men,Outerwear & Coats,33,3533.77,1574.14,1959.63,0.5545
2023-02-01,Men,Sweaters,36,2839.99,1444.94,1395.05,0.4912
2023-02-01,Women,Intimates,88,2747.96,1451.6,1296.36,0.4718
2023-02-01,Women,Outerwear & Coats,16,2625.03,1179.26,1445.77,0.5508
2023-02-01,Men,Pants,37,2429.87,1111.45,1318.42,0.5426
2023-02-01,Men,Shorts,42,2110.56,1065.47,1045.09,0.4952
2023-02-01,Men,Fashion Hoodies & Sweatshirts,37,1949.92,1072.74,877.18,0.4499
2023-02-01,Women,Sweaters,27,1857.49,834.8,1022.69,0.5506
2023-02-01,Women,Accessories,36,1684.0,660.11,1023.89,0.608
2023-02-01,Women,Active,22,1609.1,645.12,963.98,0.5991
2023-02-01,Women,Fashion Hoodies & Sweatshirts,32,1483.67,696.13,787.54,0.5308
2023-02-01,Men,Tops & Tees,31,1448.97,788.55,660.42,0.4558
2023-02-01,Men,Sleep & Lounge,28,1345.84,523.39,822.45,0.6111
2023-02-01,Women,Blazers & Jackets,10,1300.72,498.72,802.0,0.6166
2023-02-01,Women,Maternity,27,1292.44,574.43,718.01,0.5555
2023-02-01,Women,Pants & Capris,19,1274.91,678.22,596.69,0.468
2023-02-01,Women,Swim,22,1241.88,523.44,718.44,0.5785
2023-02-01,Women,Tops & Tees,23,1224.26,691.2,533.06,0.4354
2023-02-01,Men,Active,20,1171.19,473.18,698.01,0.596
2023-02-01,Women,Plus,31,1085.31,546.34,538.97,0.4966
2023-02-01,Men,Underwear,39,1081.51,512.9,568.61,0.5258
2023-02-01,Women,Shorts,27,1057.81,530.31,527.5,0.4987
2023-02-01,Men,Accessories,33,1044.48,409.57,634.91,0.6079
2023-02-01,Women,Suits,10,1023.64,609.14,414.5,0.4049
2023-02-01,Men,Swim,19,841.85,511.82,330.03,0.392
2023-02-01,Women,Sleep & Lounge,25,817.39,501.92,315.47,0.386
2023-02-01,Women,Leggings,25,646.23,389.74,256.49,0.3969
2023-02-01,Men,Socks,36,524.92,310.32,214.6,0.4088
2023-02-01,Women,Skirts,12,382.14,151.26,230.88,0.6042
2023-02-01,Women,Socks & Hosiery,22,380.4,155.51,224.89,0.5912
2023-02-01,Women,Jumpsuits & Rompers,3,107.83,60.32,47.51,0.4406
2023-03-01,Men,Outerwear & Coats,53,9761.65,4296.58,5465.07,0.5599
2023-03-01,Men,Jeans,49,5417.54,2867.16,2550.38,0.4708
2023-03-01,Men,Sweaters,72,5355.87,2651.1,2704.77,0.505
2023-03-01,Women,Jeans,38,4379.3,2400.48,1978.82,0.4519
2023-03-01,Men,Suits & Sport Coats,35,3674.74,1473.44,2201.3,0.599
2023-03-01,Women,Intimates,90,3557.09,1889.79,1667.3,0.4687
2023-03-01,Men,Shorts,57,3518.79,1782.51,1736.28,0.4934
2023-03-01,Women,Outerwear & Coats,22,2936.29,1330.24,1606.05,0.547
2023-03-01,Women,Dresses,31,2752.14,1257.82,1494.32,0.543
2023-03-01,Men,Pants,44,2555.5,1172.31,1383.19,0.5413
2023-03-01,Men,Fashion Hoodies & Sweatshirts,37,2179.53,1198.32,981.21,0.4502
2023-03-01,Men,Sleep & Lounge,49,2126.68,842.99,1283.69,0.6036
2023-03-01,Men,Tops & Tees,46,2021.83,1134.45,887.38,0.4389
2023-03-01,Men,Active,39,1849.31,777.33,1071.98,0.5797
2023-03-01,Women,Swim,30,1800.48,754.24,1046.24,0.5811
2023-03-01,Men,Swim,38,1764.91,1045.93,718.98,0.4074
2023-03-01,Women,Sweaters,27,1568.45,702.99,865.46,0.5518
2023-03-01,Women,Sleep & Lounge,30,1558.12,944.18,613.94,0.394
2023-03-01,Men,Accessories,37,1542.34,625.7,916.64,0.5943
2023-03-01,Women,Maternity,29,1430.97,628.17,802.8,0.561
2023-03-01,Women,Fashion Hoodies & Sweatshirts,31,1390.83,658.55,732.28,0.5265
2023-03-01,Women,Blazers & Jackets,20,1382.2,521.85,860.35,0.6225
2023-03-01,Women,Accessories,30,1287.3,525.98,761.32,0.5914
2023-03-01,Women,Pants & Capris,25,1217.21,633.48,583.73,0.4796
2023-03-01,Men,Underwear,48,1208.85,560.03,648.82,0.5367
2023-03-01,Women,Tops & Tees,29,1154.54,651.43,503.11,0.4358
2023-03-01,Women,Plus,29,889.29,453.14,436.15,0.4904
2023-03-01,Women,Active,21,848.41,354.17,494.24,0.5825
2023-03-01,Women,Shorts,22,760.19,388.87,371.32,0.4885
2023-03-01,Men,Socks,28,516.53,309.38,207.15,0.4011
2023-03-01,Women,Socks & Hosiery,30,497.54,201.14,296.4,0.5957
2023-03-01,Women,Skirts,7,405.37,156.6,248.77,0.6137
2023-03-01,Women,Jumpsuits & Rompers,6,363.82,189.29,174.53,0.4797
2023-03-01,Women,Leggings,17,357.64,208.88,148.76,0.416
2023-03-01,Women,Suits,1,239.72,142.63,97.09,0.405
2023-03-01,Women,Clothing Sets,2,129.98,77.86,52.12,0.401
2023-04-01,Men,Outerwear & Coats,41,7888.6,3496.97,4391.63,0.5567
2023-04-01,Men,Suits & Sport Coats,42,5577.15,2276.08,3301.07,0.5919
2023-04-01,Women,Outerwear & Coats,35,4948.13,2222.91,2725.22,0.5508
2023-04-01,Men,Jeans,42,4661.64,2482.55,2179.09,0.4675
2023-04-01,Men,Sweaters,54,4548.54,2263.53,2285.01,0.5024
2023-04-01,Women,Dresses,31,3375.35,1580.83,1794.52,0.5317
2023-04-01,Men,Sleep & Lounge,43,2981.61,1193.11,1788.5,0.5998
2023-04-01,Women,Intimates,87,2917.33,1543.87,1373.46,0.4708
2023-04-01,Men,Active,29,2835.74,1183.24,1652.5,0.5827
2023-04-01,Men,Pants,42,2818.34,1300.29,1518.05,0.5386
2023-04-01,Men,Tops & Tees,53,2550.46,1428.26,1122.2,0.44
2023-04-01,Men,Fashion Hoodies & Sweatshirts,39,2507.12,1371.48,1135.64,0.453
2023-04-01,Women,Jeans,24,2445.14,1307.08,1138.06,0.4654
2023-04-01,Women,Blazers & Jackets,27,2280.36,881.42,1398.94,0.6135
2023-04-01,Women,Swim,33,2186.98,920.05,1266.93,0.5793
2023-04-01,Women,Sweaters,28,1992.97,905.37,1087.6,0.5457
2023-04-01,Men,Shorts,34,1832.35,909.87,922.48,0.5034
2023-04-01,Men,Swim,26,1455.8,889.7,566.1,0.3889
2023-04-01,Women,Fashion Hoodies & Sweatshirts,30,1415.3,672.11,743.19,0.5251
2023-04-01,Women,Maternity,28,1384.54,626.22,758.32,0.5477
2023-04-01,Men,Accessories,40,1332.08,538.71,793.37,0.5956
2023-04-01,Men,Underwear,49,1331.42,631.47,699.95,0.5257
2023-04-01,Women,Accessories,25,1312.67,522.74,789.93,0.6018
2023-04-01,Women,Pants & Capris,28,1276.02,687.86,588.16,0.4609
2023-04-01,Women,Shorts,25,1221.39,610.39,611.0,0.5003
2023-04-01,Women,Sleep & Lounge,23,1140.54,686.2,454.34,0.3984
2023-04-01,Women,Skirts,16,1125.58,461.69,663.89,0.5898
2023-04-01,Women,Active,23,1071.02,443.42,627.6,0.586
2023-04-01,Women,Tops & Tees,25,828.45,459.55,368.9,0.4453
2023-04-01,Women,Plus,24,776.92,398.56,378.36,0.487
2023-04-01,Women,Suits,6,650.32,378.19,272.13,0.4185
2023-04-01,Men,Socks,36,601.13,359.43,241.7,0.4021
2023-04-01,Women,Jumpsuits & Rompers,9,481.03,253.27,227.76,0.4735
2023-04-01,Women,Clothing Sets,5,468.85,294.34,174.51,0.3722
2023-04-01,Women,Socks & Hosiery,26,389.9,155.89,234.01,0.6002
2023-04-01,Women,Leggings,19,383.14,228.78,154.36,0.4029
2023-05-01,Men,Outerwear & Coats,48,6272.9,2747.01,3525.89,0.5621
2023-05-01,Men,Jeans,61,5941.09,3154.91,2786.18,0.469
2023-05-01,Women,Outerwear & Coats,26,4392.83,1968.19,2424.64,0.552
2023-05-01,Men,Sweaters,48,4229.52,2135.05,2094.47,0.4952
2023-05-01,Men,Suits & Sport Coats,36,4220.34,1686.42,2533.92,0.6004
2023-05-01,Women,Dresses,43,3719.12,1674.02,2045.1,0.5499
2023-05-01,Women,Intimates,93,3161.93,1684.54,1477.39,0.4672
2023-05-01,Women,Sweaters,34,3011.12,1335.46,1675.66,0.5565
2023-05-01,Women,Jeans,34,2978.4,1600.83,1377.57,0.4625
2023-05-01,Men,Fashion Hoodies & Sweatshirts,46,2829.2,1567.51,1261.69,0.446
2023-05-01,Women,Blazers & Jackets,30,2698.47,1029.62,1668.85,0.6184
2023-05-01,Men,Sleep & Lounge,40,2460.79,956.07,1504.72,0.6115
2023-05-01,Men,Pants,40,2227.61,1017.54,1210.07,0.5432
2023-05-01,Men,Active,29,2186.77,914.37,1272.4,0.5819
2023-05-01,Men,Tops & Tees,52,2183.32,1233.64,949.68,0.435
2023-05-01,Women,Swim,29,1982.24,841.59,1140.65,0.5754
2023-05-01,Women,Sleep & Lounge,33,1902.11,1145.42,756.69,0.3978
2023-05-01,Men,Shorts,39,1797.42,896.96,900.46,0.501
2023-05-01,Women,Active,34,1765.4,724.96,1040.44,0.5894
2023-05-01,Women,Pants & Capris,29,1749.05,921.63,827.42,0.4731
2023-05-01,Men,Swim,39,1719.54,1032.91,686.63,0.3993
2023-05-01,Men,Accessories,38,1490.72,611.13,879.59,0.59
2023-05-01,Women,Maternity,29,1459.76,635.14,824.62,0.5649
2023-05-01,Women,Tops & Tees,34,1456.66,814.37,642.29,0.4409
2023-05-01,Women,Shorts,37,1410.86,702.29,708.57,0.5022
2023-05-01,Women,Accessories,40,1271.43,503.27,768.16,0.6042
2023-05-01,Women,Fashion Hoodies & Sweatshirts,26,1229.32,573.14,656.18,0.5338
2023-05-01,Men,Underwear,51,1207.77,575.02,632.75,0.5239
2023-05-01,Women,Plus,29,1069.57,527.02,542.55,0.5073
2023-05-01,Men,Socks,54,960.61,577.21,383.4,0.3991
2023-05-01,Women,Leggings,27,764.86,449.46,315.4,0.4124
2023-05-01,Women,Socks & Hosiery,31,651.96,254.87,397.09,0.6091
2023-05-01,Women,Skirts,16,645.25,264.06,381.19,0.5908
2023-05-01,Women,Suits,4,572.66,359.07,213.59,0.373
2023-05-01,Women,Jumpsuits & Rompers,4,176.53,97.37,79.16,0.4484
2023-05-01,Women,Clothing Sets,2,151.84,89.29,62.55,0.412
2023-06-01,Men,Jeans,49,5849.95,3138.57,2711.38,0.4635
2023-06-01,Men,Outerwear & Coats,47,5285.35,2377.12,2908.23,0.5502
2023-06-01,Men,Sweaters,52,4592.91,2260.25,2332.66,0.5079
2023-06-01,Women,Outerwear & Coats,24,3605.45,1652.57,1952.88,0.5416
2023-06-01,Men,Suits & Sport Coats,31,3347.7,1345.29,2002.41,0.5981
2023-06-01,Men,Fashion Hoodies & Sweatshirts,54,3035.54,1672.81,1362.73,0.4489
2023-06-01,Men,Sleep & Lounge,55,3010.15,1192.97,1817.18,0.6037
2023-06-01,Women,Jeans,37,2992.11,1624.43,1367.68,0.4571
2023-06-01,Women,Dresses,32,2960.07,1322.3,1637.77,0.5533
2023-06-01,Women,Intimates,87,2845.28,1510.0,1335.28,0.4693
2023-06-01,Men,Accessories,47,2710.59,1067.47,1643.12,0.6062
2023-06-01,Women,Maternity,54,2591.54,1125.09,1466.45,0.5659
2023-06-01,Men,Swim,51,2546.92,1519.98,1026.94,0.4032
2023-06-01,Men,Pants,48,2522.66,1149.71,1372.95,0.5442
2023-06-01,Women,Blazers & Jackets,25,2489.68,931.99,1557.69,0.6257
2023-06-01,Men,Tops & Tees,58,2169.14,1227.08,942.06,0.4343
2023-06-01,Women,Swim,28,1929.7,827.57,1102.13,0.5711
2023-06-01,Women,Pants & Capris,33,1921.54,1041.39,880.15,0.458
2023-06-01,Women,Sweaters,27,1857.7,850.65,1007.05,0.5421
2023-06-01,Women,Sleep & Lounge,34,1751.75,1062.39,689.36,0.3935
2023-06-01,Men,Shorts,38,1705.36,873.38,831.98,0.4879
2023-06-01,Women,Plus,38,1603.36,813.58,789.78,0.4926
2023-06-01,Women,Active,31,1546.56,640.59,905.97,0.5858
2023-06-01,Women,Fashion Hoodies & Sweatshirts,34,1520.9,707.87,813.03,0.5346
2023-06-01,Men,Active,39,1426.3,602.99,823.31,0.5772
2023-06-01,Women,Tops & Tees,38,1401.72,791.55,610.17,0.4353
2023-06-01,Men,Underwear,55,1372.83,646.21,726.62,0.5293
2023-06-01,Women,Accessories,22,1198.94,473.44,725.5,0.6051
2023-06-01,Men,Socks,42,827.08,499.7,327.38,0.3958
2023-06-01,Women,Shorts,21,724.4,362.67,361.73,0.4993
2023-06-01,Women,Suits,6,671.65,403.88,267.77,0.3987
2023-06-01,Women,Skirts,11,467.91,189.36,278.55,0.5953
2023-06-01,Women,Socks & Hosiery,28,393.91,156.41,237.5,0.6029
2023-06-01,Women,Leggings,14,356.17,216.31,139.86,0.3927
2023-06-01,Women,Clothing Sets,2,167.99,98.5,69.49,0.4136
2023-06-01,Women,Jumpsuits & Rompers,5,140.17,78.22,61.95,0.442
2023-07-01,Men,Outerwear & Coats,47,8130.26,3599.21,4531.05,0.5573
2023-07-01,Men,Jeans,79,7334.91,3902.42,3432.49,0.468
2023-07-01,Men,Sweaters,61,5422.72,2707.3,2715.42,0.5007
2023-07-01,Men,Suits & Sport Coats,34,3764.33,1509.23,2255.1,0.5991
2023-07-01,Men,Fashion Hoodies & Sweatshirts,59,3540.94,1961.81,1579.13,0.446
2023-07-01,Women,Intimates,104,3495.44,1848.59,1646.85,0.4711
2023-07-01,Women,Jeans,37,3311.34,1810.97,1500.37,0.4531
2023-07-01,Men,Pants,50,3144.47,1446.62,1697.85,0.5399
2023-07-01,Men,Sleep & Lounge,56,3114.32,1242.55,1871.77,0.601
2023-07-01,Women,Dresses,38,3031.78,1375.45,1656.33,0.5463
2023-07-01,Men,Swim,54,2709.61,1625.74,1083.87,0.4
2023-07-01,Women,Outerwear & Coats,17,2557.34,1133.09,1424.25,0.5569
2023-07-01,Men,Shorts,54,2448.67,1239.99,1208.68,0.4936
2023-07-01,Women,Sleep & Lounge,45,2323.02,1403.84,919.18,0.3957
2023-07-01,Women,Swim,39,2312.53,981.41,1331.12,0.5756
2023-07-01,Men,Tops & Tees,53,2270.05,1286.98,983.07,0.4331
2023-07-01,Women,Fashion Hoodies & Sweatshirts,44,2256.44,1058.89,1197.55,0.5307
2023-07-01,Women,Blazers & Jackets,20,2174.12,822.9,1351.22,0.6215
2023-07-01,Men,Active,46,2109.15,900.0,1209.15,0.5733
2023-07-01,Women,Sweaters,31,2082.13,927.45,1154.68,0.5546
2023-07-01,Women,Active,27,1691.69,685.97,1005.72,0.5945
2023-07-01,Men,Accessories,50,1608.51,657.38,951.13,0.5913
2023-07-01,Men,Underwear,61,1528.96,722.8,806.16,0.5273
2023-07-01,Women,Maternity,35,1525.46,668.51,856.95,0.5618
2023-07-01,Women,Accessories,26,1258.72,495.01,763.71,0.6067
2023-07-01,Women,Shorts,32,1142.94,559.28,583.66,0.5107
2023-07-01,Men,Socks,54,1122.04,681.19,440.85,0.3929
2023-07-01,Women,Plus,31,1027.04,515.3,511.74,0.4983
2023-07-01,Women,Tops & Tees,26,915.9,504.94,410.96,0.4487
2023-07-01,Women,Leggings,34,755.49,444.85,310.64,0.4112
2023-07-01,Women,Pants & Capris,15,717.88,397.53,320.35,0.4462
2023-07-01,Women,Suits,5,557.78,331.99,225.79,0.4048
2023-07-01,Women,Socks & Hosiery,26,473.46,194.0,279.46,0.5903
2023-07-01,Women,Skirts,12,397.37,157.53,239.84,0.6036
2023-07-01,Women,Jumpsuits & Rompers,8,374.74,196.84,177.9,0.4747
2023-08-01,Men,Outerwear & Coats,40,5806.97,2514.31,3292.66,0.567
2023-08-01,Men,Jeans,53,5425.24,2871.59,2553.65,0.4707
2023-08-01,Men,Sweaters,57,5414.9,2691.98,2722.92,0.5029
2023-08-01,Men,Suits & Sport Coats,41,5414.79,2230.43,3184.36,0.5881
2023-08-01,Women,Outerwear & Coats,27,4724.14,2109.48,2614.66,0.5535
2023-08-01,Women,Jeans,46,4313.05,2334.82,1978.23,0.4587
2023-08-01,Men,Pants,70,4229.99,1933.54,2296.45,0.5429
2023-08-01,Women,Intimates,97,4228.73,2291.82,1936.91,0.458
2023-08-01,Women,Dresses,37,3487.7,1584.89,1902.81,0.5456
2023-08-01,Men,Fashion Hoodies & Sweatshirts,54,3162.56,1733.82,1428.74,0.4518
2023-08-01,Men,Swim,58,3162.48,1902.57,1259.91,0.3984
2023-08-01,Women,Sweaters,36,3130.18,1381.02,1749.16,0.5588
2023-08-01,Men,Shorts,60,2909.45,1461.65,1447.8,0.4976
2023-08-01,Men,Sleep & Lounge,60,2810.24,1116.33,1693.91,0.6028
2023-08-01,Men,Tops & Tees,66,2727.97,1535.27,1192.7,0.4372
2023-08-01,Women,Fashion Hoodies & Sweatshirts,48,2393.58,1116.53,1277.05,0.5335
2023-08-01,Men,Socks,58,2114.43,1264.29,850.14,0.4021
2023-08-01,Men,Accessories,62,2090.23,843.63,1246.6,0.5964
2023-08-01,Women,Swim,31,2007.75,814.81,1192.94,0.5942
2023-08-01,Men,Active,44,1996.02,814.63,1181.39,0.5919
2023-08-01,Women,Pants & Capris,24,1565.06,827.9,737.16,0.471
2023-08-01,Women,Accessories,42,1547.83,630.43,917.4,0.5927
2023-08-01,Women,Skirts,19,1500.14,589.36,910.78,0.6071
2023-08-01,Men,Underwear,52,1395.42,654.14,741.28,0.5312
2023-08-01,Women,Tops & Tees,31,1355.01,766.13,588.88,0.4346
2023-08-01,Women,Blazers & Jackets,23,1343.65,516.61,827.04,0.6155
2023-08-01,Women,Shorts,39,1337.86,671.72,666.14,0.4979
2023-08-01,Women,Maternity,26,1275.15,559.13,716.02,0.5615
2023-08-01,Women,Sleep & Lounge,25,1136.04,667.64,468.4,0.4123
2023-08-01,Women,Suits,11,1122.37,671.44,450.93,0.4018
2023-08-01,Women,Active,26,1018.2,421.01,597.19,0.5865
2023-08-01,Women,Plus,32,879.4,439.13,440.27,0.5006
2023-08-01,Women,Leggings,30,870.06,514.78,355.28,0.4083
2023-08-01,Women,Socks & Hosiery,32,486.28,193.47,292.81,0.6021
2023-08-01,Women,Jumpsuits & Rompers,8,485.01,251.23,233.78,0.482
2023-08-01,Women,Clothing Sets,1,159.0,104.3,54.7,0.344
2023-09-01,Men,Outerwear & Coats,40,5863.67,2602.53,3261.14,0.5562
2023-09-01,Men,Suits & Sport Coats,45,5832.33,2315.19,3517.14,0.603
2023-09-01,Men,Sweaters,62,5641.07,2785.25,2855.82,0.5063
2023-09-01,Men,Jeans,55,5450.67,2890.63,2560.04,0.4697
2023-09-01,Women,Jeans,44,3909.83,2141.36,1768.47,0.4523
2023-09-01,Women,Intimates,92,3099.56,1659.42,1440.14,0.4646
2023-09-01,Men,Pants,51,3089.8,1434.29,1655.51,0.5358
2023-09-01,Men,Sleep & Lounge,61,3008.61,1191.87,1816.74,0.6038
2023-09-01,Women,Dresses,43,2855.78,1299.53,1556.25,0.5449
2023-09-01,Men,Swim,56,2654.07,1572.66,1081.41,0.4075
2023-09-01,Men,Shorts,58,2524.13,1258.02,1266.11,0.5016
2023-09-01,Women,Swim,39,2471.24,1027.92,1443.32,0.584
2023-09-01,Men,Tops & Tees,67,2453.08,1379.84,1073.24,0.4375
2023-09-01,Women,Outerwear & Coats,19,2395.55,1113.0,1282.55,0.5354
2023-09-01,Women,Blazers & Jackets,23,2218.54,821.25,1397.29,0.6298
2023-09-01,Women,Maternity,37,2142.14,948.19,1193.95,0.5574
2023-09-01,Women,Sweaters,34,2093.39,949.59,1143.8,0.5464
2023-09-01,Men,Fashion Hoodies & Sweatshirts,37,1905.34,1059.95,845.39,0.4437
2023-09-01,Men,Active,41,1757.92,722.16,1035.76,0.5892
2023-09-01,Women,Shorts,42,1755.54,889.7,865.84,0.4932
2023-09-01,Women,Fashion Hoodies & Sweatshirts,38,1701.3,793.26,908.04,0.5337
2023-09-01,Men,Underwear,59,1532.32,719.27,813.05,0.5306
2023-09-01,Women,Tops & Tees,32,1523.03,870.03,653.0,0.4287
2023-09-01,Women,Sleep & Lounge,37,1432.82,859.99,572.83,0.3998
2023-09-01,Women,Active,34,1314.97,536.4,778.57,0.5921
2023-09-01,Women,Accessories,33,1130.17,457.91,672.26,0.5948
2023-09-01,Women,Pants & Capris,23,1091.49,583.28,508.21,0.4656
2023-09-01,Men,Socks,51,970.44,591.17,379.27,0.3908
2023-09-01,Men,Accessories,32,946.74,389.46,557.28,0.5886
2023-09-01,Women,Leggings,26,897.79,538.83,358.96,0.3998
2023-09-01,Women,Jumpsuits & Rompers,7,830.93,453.91,377.02,0.4537
2023-09-01,Women,Plus,29,739.8,371.84,367.96,0.4974
2023-09-01,Women,Skirts,15,692.33,274.16,418.17,0.604
2023-09-01,Women,Socks & Hosiery,30,556.01,226.15,329.86,0.5933
2023-09-01,Women,Suits,2,278.99,161.54,117.45,0.421
2023-10-01,Men,Outerwear & Coats,59,8303.31,3649.47,4653.84,0.5605
2023-10-01,Men,Jeans,58,6293.18,3372.17,2921.01,0.4642
2023-10-01,Men,Suits & Sport Coats,43,5437.66,2175.19,3262.47,0.6
2023-10-01,Men,Fashion Hoodies & Sweatshirts,72,4386.41,2407.74,1978.67,0.4511
2023-10-01,Men,Sweaters,56,4207.18,2127.91,2079.27,0.4942
2023-10-01,Women,Intimates,126,4112.99,2189.04,1923.95,0.4678
2023-10-01,Women,Dresses,41,3313.5,1505.97,1807.53,0.5455
2023-10-01,Women,Swim,44,3088.78,1289.06,1799.72,0.5827
2023-10-01,Women,Plus,38,3020.81,1449.53,1571.28,0.5202
2023-10-01,Women,Outerwear & Coats,23,2987.25,1334.36,1652.89,0.5533
2023-10-01,Women,Jeans,33,2857.13,1512.52,1344.61,0.4706
2023-10-01,Men,Swim,60,2715.17,1637.78,1077.39,0.3968
2023-10-01,Men,Shorts,54,2682.8,1339.3,1343.5,0.5008
2023-10-01,Men,Tops & Tees,58,2482.95,1386.64,1096.31,0.4415
2023-10-01,Men,Pants,45,2477.24,1146.46,1330.78,0.5372
2023-10-01,Women,Active,42,2393.55,972.53,1421.02,0.5937
2023-10-01,Men,Sleep & Lounge,41,2382.23,958.91,1423.32,0.5975
2023-10-01,Men,Active,51,2314.62,968.0,1346.62,0.5818
2023-10-01,Women,Fashion Hoodies & Sweatshirts,42,2288.28,1056.29,1231.99,0.5384
2023-10-01,Women,Blazers & Jackets,22,2174.32,815.22,1359.1,0.6251
2023-10-01,Women,Maternity,39,2146.28,944.9,1201.38,0.5598
2023-10-01,Women,Shorts,47,2019.93,1018.42,1001.51,0.4958
2023-10-01,Men,Underwear,71,1987.76,929.42,1058.34,0.5324
2023-10-01,Men,Accessories,48,1901.2,779.29,1121.91,0.5901
2023-10-01,Women,Pants & Capris,30,1741.65,923.74,817.91,0.4696
2023-10-01,Women,Accessories,28,1635.09,642.82,992.27,0.6069
2023-10-01,Women,Sweaters,25,1504.33,661.92,842.41,0.56
2023-10-01,Women,Sleep & Lounge,35,1452.04,866.47,585.57,0.4033
2023-10-01,Women,Skirts,19,1240.88,509.97,730.91,0.589
2023-10-01,Women,Suits,11,1141.57,679.19,462.38,0.405
2023-10-01,Men,Socks,54,1008.46,607.05,401.41,0.398
2023-10-01,Women,Tops & Tees,25,913.84,505.77,408.07,0.4465
2023-10-01,Women,Leggings,24,521.44,314.15,207.29,0.3975
2023-10-01,Women,Socks & Hosiery,29,473.09,189.16,283.93,0.6002
2023-10-01,Women,Clothing Sets,2,208.0,134.05,73.95,0.3555
2023-10-01,Women,Jumpsuits & Rompers,5,189.68,99.23,90.45,0.4769
2023-11-01,Men,Outerwear & Coats,50,8260.42,3710.95,4549.47,0.5508
2023-11-01,Men,Jeans,74,7118.36,3752.29,3366.07,0.4729
2023-11-01,Men,Suits & Sport Coats,46,5977.48,2397.29,3580.19,0.5989
2023-11-01,Women,Dresses,61,5348.46,2436.01,2912.45,0.5445
2023-11-01,Women,Intimates,126,4486.57,2370.67,2115.9,0.4716
2023-11-01,Men,Pants,64,4222.24,1936.9,2285.34,0.5413
2023-11-01,Women,Outerwear & Coats,30,4174.17,1912.28,2261.89,0.5419
2023-11-01,Men,Fashion Hoodies & Sweatshirts,66,3923.13,2157.8,1765.33,0.45
2023-11-01,Women,Jeans,35,3704.02,2008.12,1695.9,0.4579
2023-11-01,Men,Active,59,3688.19,1532.55,2155.64,0.5845
